SiteID,2179748,Site Timezone,-5,Data Timezone,-5,Longitude,-76.1702880859,Latitude,43.0673561096
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),air temperature at 100m (C)
2009,1,1,0,0,11.3,-13.72
2009,1,1,0,5,11.23,-13.74
2009,1,1,0,10,11.040000000000001,-13.74
2009,1,1,0,15,11.08,-13.700000000000001
2009,1,1,0,20,11.22,-13.66
2009,1,1,0,25,11.450000000000001,-13.65
2009,1,1,0,30,11.71,-13.67
2009,1,1,0,35,11.73,-13.700000000000001
2009,1,1,0,40,11.59,-13.74
2009,1,1,0,45,11.35,-13.780000000000001
2009,1,1,0,50,11.03,-13.81
2009,1,1,0,55,10.83,-13.8
2009,1,1,1,0,10.75,-13.8
2009,1,1,1,5,10.82,-13.790000000000001
2009,1,1,1,10,10.86,-13.81
2009,1,1,1,15,10.98,-13.82
2009,1,1,1,20,11.07,-13.84
2009,1,1,1,25,10.97,-13.870000000000001
2009,1,1,1,30,10.76,-13.870000000000001
2009,1,1,1,35,10.66,-13.86
2009,1,1,1,40,10.57,-13.88
2009,1,1,1,45,10.55,-13.91
2009,1,1,1,50,10.75,-13.93
2009,1,1,1,55,10.98,-13.93
2009,1,1,2,0,11.07,-13.950000000000001
2009,1,1,2,5,11.1,-13.97
2009,1,1,2,10,10.97,-14.01
2009,1,1,2,15,10.86,-14.040000000000001
2009,1,1,2,20,10.790000000000001,-14.07
2009,1,1,2,25,10.76,-14.1
2009,1,1,2,30,10.63,-14.120000000000001
2009,1,1,2,35,10.48,-14.17
2009,1,1,2,40,10.35,-14.19
2009,1,1,2,45,10.11,-14.200000000000001
2009,1,1,2,50,9.91,-14.22
2009,1,1,2,55,10.01,-14.25
2009,1,1,3,0,10.1,-14.3
2009,1,1,3,5,10.15,-14.35
2009,1,1,3,10,10.21,-14.41
2009,1,1,3,15,10.17,-14.46
2009,1,1,3,20,10.06,-14.51
2009,1,1,3,25,10.02,-14.56
2009,1,1,3,30,10.03,-14.6
2009,1,1,3,35,10,-14.65
2009,1,1,3,40,9.96,-14.69
2009,1,1,3,45,9.9,-14.71
2009,1,1,3,50,9.89,-14.72
2009,1,1,3,55,9.73,-14.74
2009,1,1,4,0,9.47,-14.73
2009,1,1,4,5,9.32,-14.72
2009,1,1,4,10,9.15,-14.71
2009,1,1,4,15,9.06,-14.700000000000001
2009,1,1,4,20,8.96,-14.68
2009,1,1,4,25,8.91,-14.68
2009,1,1,4,30,8.950000000000001,-14.68
2009,1,1,4,35,9.01,-14.68
2009,1,1,4,40,9.15,-14.67
2009,1,1,4,45,9.28,-14.68
2009,1,1,4,50,9.370000000000001,-14.68
2009,1,1,4,55,9.370000000000001,-14.68
2009,1,1,5,0,9.33,-14.68
2009,1,1,5,5,9.27,-14.69
2009,1,1,5,10,9.19,-14.69
2009,1,1,5,15,9.1,-14.700000000000001
2009,1,1,5,20,9.08,-14.71
2009,1,1,5,25,9.1,-14.73
2009,1,1,5,30,9.07,-14.76
2009,1,1,5,35,9.02,-14.780000000000001
2009,1,1,5,40,9.02,-14.790000000000001
2009,1,1,5,45,9.02,-14.790000000000001
2009,1,1,5,50,9.09,-14.780000000000001
2009,1,1,5,55,9.18,-14.76
